area_type,availability,location,size,total_sqft,bath,balcony,price,ready_to_move,bedrooms
Built-up  Area,Ready To Move,kammanahalli,5 BHK,1666.0,4,1,15000000.0,1,5
Super built-up  Area,Ready To Move,choodasandra,2 BHK,1115.0,2,2,5000000.0,1,2
Super built-up  Area,Ready To Move,mysore road,2 BHK,1070.0,2,1,4500000.0,1,2
Super built-up  Area,Ready To Move,indira nagar,2 BHK,1128.0,2,2,10500000.0,1,2
Super built-up  Area,Ready To Move,budigere,2 BHK,1162.0,2,1,5700000.0,1,2
Super built-up  Area,Ready To Move,sai gardens,2 BHK,1339.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,mahadevpura,2 BHK,1192.0,2,2,7500000.0,1,2
Super built-up  Area,Ready To Move,haralur road,3 BHK,1920.0,3,1,11500000.0,1,3
Super built-up  Area,Ready To Move,hennur,2 BHK,1255.0,2,1,5232000.0,1,2
Super built-up  Area,18-Apr,rajaji nagar,2 BHK,1357.0,2,1,11500000.0,0,2
Super built-up  Area,Ready To Move,dodda kempaiah layout,3 BHK,1600.0,3,2,7500000.0,1,3
Super built-up  Area,Ready To Move,hanumanth nagar,2 BHK,1225.0,2,2,5511000.0,1,2
Plot  Area,Ready To Move,whitefield,4 BHK,2400.0,4,3,20000000.0,1,4
Super built-up  Area,Ready To Move,kasturi nagar,3 BHK,1570.0,3,3,8000000.0,1,3
Super built-up  Area,Ready To Move,thanisandra,2 BHK,1093.0,2,2,7000000.0,1,2
Built-up  Area,Ready To Move,basaveshwara nagar,3 BHK,1865.0,3,3,14500000.0,1,3
Super built-up  Area,Ready To Move,kaikondrahalli,2 BHK,1039.0,2,2,8000000.0,1,2
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1246.0,2,1,6450000.0,1,2
Super built-up  Area,Ready To Move,whitefield,3 BHK,1985.0,3,2,7500000.0,1,3
Super built-up  Area,Ready To Move,hosakerehalli,3 BHK,1590.0,3,3,4900000.0,1,3
Plot  Area,Ready To Move,hunasamaranahalli,4 BHK,4000.0,4,2,67500000.0,1,4
Super built-up  Area,Ready To Move,electronic city phase ii,2 BHK,775.0,2,2,3800000.0,1,2
Super built-up  Area,Ready To Move,rwf west colony,2 BHK,1000.0,2,1,5000000.0,1,2
Super built-up  Area,Ready To Move,hebbal kempapura,3 BHK,1800.0,3,2,17500000.0,1,3
Super built-up  Area,18-Jun,bommasandra,2 BHK,1035.0,2,1,4100000.0,0,2
Super built-up  Area,Ready To Move,dasarahalli,3 BHK,1520.0,2,1,7500000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1360.0,2,1,9500000.0,1,2
Plot  Area,Ready To Move,bileshivale,4 BHK,6000.0,5,3,40000000.0,1,4
Super built-up  Area,Ready To Move,kodigehaali,2 BHK,1117.0,2,2,5600000.0,1,2
Plot  Area,Ready To Move,kr puram,4 BHK,1200.0,4,3,12000000.0,1,4
Super built-up  Area,Ready To Move,epip zone,2 BHK,1330.0,2,1,9250000.0,1,2
Super built-up  Area,Ready To Move,marathahalli,3 BHK,1937.0,3,2,16000000.0,1,3
Super built-up  Area,18-Aug,electronic city,2 BHK,1128.0,2,1,6548999.999999999,0,2
Super built-up  Area,Ready To Move,neeladri nagar,2 BHK,1053.0,2,1,4500000.0,1,2
Super built-up  Area,18-May,panathur,2 BHK,1198.0,2,1,7700000.0,0,2
Super built-up  Area,18-Apr,marathahalli,2 BHK,1152.0,2,1,5600000.0,0,2
Super built-up  Area,Ready To Move,frazer town,2 BHK,1625.0,2,1,7500000.0,1,2
Super built-up  Area,Ready To Move,kundalahalli,3 BHK,1397.0,3,3,10500000.0,1,3
Super built-up  Area,Ready To Move,yeshwanthpur,3 BHK,1523.0,3,3,17000000.0,1,3
Super built-up  Area,Ready To Move,kambipura,2 BHK,883.0,2,1,4500000.0,1,2
Super built-up  Area,Ready To Move,kaggalipura,1 BHK,700.0,1,0,3800000.0,1,1
Super built-up  Area,Ready To Move,yelahanka,2 BHK,1170.0,2,1,6250000.0,1,2
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1200.0,2,2,4200000.0,1,3
Built-up  Area,Ready To Move,manayata tech park,3 BHK,2400.0,3,2,17000000.0,1,3
Super built-up  Area,Ready To Move,kullappa colony,2 BHK,1480.0,2,2,6500000.0,1,2
Super built-up  Area,Ready To Move,akshaya nagar,3 BHK,1897.0,3,2,12000000.0,1,3
Super built-up  Area,Ready To Move,rachenahalli,2 BHK,996.0,2,1,6700000.0,1,2
Super built-up  Area,18-May,haralur road,3 BHK,1875.0,3,2,11000000.0,0,3
Super built-up  Area,Ready To Move,williams town,3 BHK,1500.0,2,2,9800000.0,1,3
Super built-up  Area,Ready To Move,jaya nagar east,3 BHK,3095.0,3,3,35000000.0,1,3
Super built-up  Area,Ready To Move,ambalipura,3 BHK,1390.0,2,1,17500000.0,1,3
Super built-up  Area,20-Dec,yelahanka,3 BHK,1450.0,3,0,6525500.0,0,3
Super built-up  Area,17-Nov,yelahanka,1 BHK,697.0,1,0,4500000.0,0,1
Built-up  Area,Ready To Move,sarjapur  road,1 BHK,710.0,1,1,2700000.0,1,1
Carpet  Area,Ready To Move,iggalur,2 BHK,910.0,2,1,3050000.0,1,2
Built-up  Area,Ready To Move,sompura,3 BHK,1025.0,2,1,4800000.0,1,3
Super built-up  Area,18-Aug,magadi road,2 BHK,1000.0,2,0,4650000.0,0,2
Super built-up  Area,18-May,horamavu agara,3 BHK,1453.0,2,1,4648000.0,0,3
Super built-up  Area,Ready To Move,sarjapur  road,4 BHK,3335.0,5,2,30000000.0,1,4
Super built-up  Area,18-Mar,thanisandra,2 BHK,971.5,2,0,3643500.0,0,2
Super built-up  Area,Ready To Move,bellandur,2 BHK,1281.0,2,1,7400000.0,1,2
Built-up  Area,Ready To Move,cooke town,1 BHK,565.0,1,1,3500000.0,1,1
Built-up  Area,Ready To Move,varthur,2 BHK,1024.0,2,2,4200000.0,1,2
Built-up  Area,Ready To Move,electronic city,3 BHK,1620.0,3,2,6200000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1254.0,2,2,4000000.0,1,2
Built-up  Area,Ready To Move,banashankari,3 BHK,1300.0,2,2,7500000.0,1,3
Built-up  Area,Ready To Move,doddakallasandra,2 BHK,1233.0,2,2,4300000.0,1,2
Plot  Area,Ready To Move,chokkanahalli,1 BHK,1200.0,1,1,2800000.0,1,1
Super built-up  Area,18-Oct,hosur road,3 BHK,1510.0,2,1,10500000.0,0,3
Super built-up  Area,Ready To Move,kaggalipura,2 BHK,950.0,2,1,6500000.0,1,2
Super built-up  Area,Ready To Move,battarahalli,3 BHK,1945.0,3,2,9742000.0,1,3
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,1008.0,2,3,4500000.0,1,2
Super built-up  Area,Ready To Move,thanisandra,3 BHK,1265.0,2,1,7900000.0,1,3
Super built-up  Area,19-Dec,hebbal,3 BHK,1255.0,2,1,7768000.000000001,0,3
Built-up  Area,18-Dec,kanakpura road,4 BHK,2689.0,6,2,22000000.0,0,4
Built-up  Area,Ready To Move,yelenahalli,2 BHK,1200.0,2,2,4617000.0,1,2
Super built-up  Area,19-Dec,sarjapur  road,3 BHK,1403.0,3,3,5163000.0,0,3
Super built-up  Area,Ready To Move,kudlu gate,3 BHK,1535.0,3,2,8500000.0,1,3
Plot  Area,Ready To Move,chikkaballapur,3 BHK,1500.0,3,3,10000000.0,1,3
Super built-up  Area,Ready To Move,chamrajpet,3 BHK,1475.0,2,2,12000000.0,1,3
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,1390.0,2,2,6047000.0,1,3
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,1278.0,2,1,5376000.0,1,3
Super built-up  Area,Ready To Move,vgp layout,2 BHK,1133.0,2,2,5500000.0,1,2
Plot  Area,Ready To Move,classic paradise layout,5 BHK,1560.0,5,1,14500000.0,1,5
Plot  Area,Ready To Move,byappanahalli,5 BHK,2900.0,5,2,9000000.0,1,5
Super built-up  Area,Ready To Move,kogilu,2 BHK,1170.0,2,1,5199000.0,1,2
Plot  Area,Ready To Move,sahakara nagar,3 BHK,1200.0,3,3,20000000.0,1,3
Super built-up  Area,18-Dec,whitefield,3 BHK,1697.0,3,2,9479000.0,0,3
Super built-up  Area,Ready To Move,thanisandra,3 BHK,1651.0,3,3,9738000.0,1,3
Super built-up  Area,Ready To Move,vasanth nagar,3 BHK,1560.0,3,1,18800000.0,1,3
Super built-up  Area,17-Apr,hennur road,3 BHK,1192.0,2,1,6000000.0,0,3
Built-up  Area,Ready To Move,ombr layout,2 BHK,1078.0,2,3,6500000.0,1,2
Super built-up  Area,Ready To Move,kasavanhalli,2 BHK,1349.0,2,2,7800000.0,1,2
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1680.0,3,2,12000000.0,1,3
Super built-up  Area,Ready To Move,rayasandra,3 BHK,1314.0,2,2,6300000.0,1,3
Super built-up  Area,Ready To Move,garudachar palya,2 BHK,1060.0,2,1,4870000.0,1,2
Built-up  Area,Ready To Move,kalyan nagar,2 BHK,820.0,2,0,3900000.0,1,2
Plot  Area,Ready To Move,whitefield,4 BHK,5000.0,4,3,40000000.0,1,4
Super built-up  Area,Ready To Move,beml layout,3 BHK,2000.0,3,2,8500000.0,1,3
Super built-up  Area,Ready To Move,kalkere,2 BHK,856.0,2,3,4000000.0,1,2
Super built-up  Area,18-Feb,rajaji nagar,3 BHK,1621.0,4,0,13000000.0,0,3
Plot  Area,18-Dec,itpl,3 BHK,1200.0,3,1,6840000.000000001,0,3
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,1484.0,3,2,5250000.0,1,3
Plot  Area,Ready To Move,siddapura,4 BHK,14000.0,3,2,80000000.0,1,4
Super built-up  Area,Ready To Move,yelahanka new town,1 BHK,500.0,1,1,2000000.0,1,1
Super built-up  Area,Ready To Move,makali,1 BHK,485.0,1,1,1500000.0,1,1
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1050.0,2,1,4200000.0,1,2
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,1617.0,3,3,6668000.000000001,1,3
Built-up  Area,Ready To Move,rwf west colony,3 BHK,1384.0,3,2,6228000.0,1,3
Super built-up  Area,18-Apr,devanahalli,2 BHK,1408.0,2,2,8500000.0,0,2
Built-up  Area,Ready To Move,uttarahalli,2 BHK,1150.0,2,1,4900000.0,1,2
Super built-up  Area,Ready To Move,akshaya nagar,3 BHK,1410.0,2,2,7500000.0,1,3
Built-up  Area,Ready To Move,kaggadasapura,4 BHK,2150.0,4,1,10000000.0,1,4
Super built-up  Area,Ready To Move,koramangala,3 BHK,2292.0,4,1,27500000.0,1,3
Built-up  Area,Ready To Move,maragondanahalli,3 BHK,1508.0,3,2,7025000.0,1,3
Built-up  Area,Ready To Move,ramamurthy nagar,2 BHK,1040.0,2,2,5000000.0,1,2
Plot  Area,Ready To Move,tc palaya,2 BHK,1240.0,2,1,6000000.0,1,2
Super built-up  Area,Ready To Move,kudlu gate,3 BHK,1535.0,3,1,7800000.0,1,3
Built-up  Area,Ready To Move,lakshminarayana pura,2 BHK,1180.0,2,2,7500000.0,1,2
Built-up  Area,Ready To Move,abbigere,6 BHK,2200.0,6,2,6800000.0,1,6
Super built-up  Area,Ready To Move,bannerghatta road,2 BHK,1400.0,2,2,7800000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,1 BHK,500.0,1,1,2500000.0,1,1
Plot  Area,Ready To Move,whitefield,4 BHK,4800.0,4,3,52500000.0,1,4
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1984.0,4,1,14600000.0,1,3
Plot  Area,Ready To Move,whitefield,4 BHK,3000.0,5,3,25000000.0,1,4
Super built-up  Area,Ready To Move,garudachar palya,3 BHK,1960.0,3,3,16000000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,2 BHK,1035.0,2,1,4500000.0,1,2
Built-up  Area,Ready To Move,vibuthipura,4 BHK,2150.0,4,1,8000000.0,1,4
Built-up  Area,Ready To Move,whitefield,3 BHK,1700.0,3,2,11500000.0,1,3
Super built-up  Area,Ready To Move,hosakerehalli,4 BHK,3024.0,5,1,24800000.0,1,4
Super built-up  Area,21-Jan,tumkur road,3 BHK,1586.0,3,1,10000000.0,0,3
Plot  Area,Ready To Move,chikka tirupathi,4 BHK,2325.0,4,1,12000000.0,1,4
Super built-up  Area,Ready To Move,yelahanka,2 BHK,1120.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,sarjapur  road,2 BHK,1128.0,2,2,5900000.0,1,2
Super built-up  Area,Ready To Move,jigani,2 BHK,924.0,2,2,6500000.0,1,2
Super built-up  Area,Ready To Move,suraksha nagar,3 BHK,1600.0,3,2,5200000.0,1,3
Super built-up  Area,Ready To Move,pai layout,2 BHK,1006.0,2,2,3500000.0,1,2
Super built-up  Area,Ready To Move,amruthahalli,2 BHK,1200.0,2,2,5500000.0,1,2
Super built-up  Area,20-Dec,jalahalli west,2 BHK,1250.0,2,1,6200000.0,0,2
Plot  Area,Ready To Move,defence layout,3 BHK,1200.0,3,1,13000000.0,1,3
Built-up  Area,Ready To Move,kannamangala,2 BHK,957.0,2,1,5600000.0,1,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1140.0,2,2,4100000.0,1,2
Super built-up  Area,Ready To Move,roopena agrahara,2 BHK,1050.0,2,1,6700000.0,1,2
Super built-up  Area,Ready To Move,kasturi nagar,3 BHK,1565.0,3,2,8850000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1190.0,2,3,5700000.0,1,2
Built-up  Area,18-Jan,whitefield,3 BHK,2842.0,3,2,16200000.0,0,3
Built-up  Area,Ready To Move,kanakpura road,3 BHK,1558.67,2,2,6500000.0,1,3
Super built-up  Area,Ready To Move,electronics city phase 1,1 BHK,630.0,1,1,3900000.0,1,1
Super built-up  Area,Ready To Move,whitefield,3 BHK,1403.0,2,2,6081000.0,1,3
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1542.0,2,3,8500000.0,1,3
Built-up  Area,Ready To Move,haralur road,4 BHK,2750.0,4,0,22000000.0,1,4
Super built-up  Area,Ready To Move,iblur village,4 BHK,3596.0,5,1,29000000.0,1,4
Super built-up  Area,Ready To Move,mysore road,2 BHK,1239.0,2,1,5300000.0,1,2
Super built-up  Area,Ready To Move,haralur road,2 BHK,1194.0,2,2,4700000.0,1,2
Super built-up  Area,Ready To Move,dooravani nagar,3 BHK,1596.0,3,1,10500000.0,1,3
Super built-up  Area,17-Nov,channasandra,2 BHK,1009.0,2,1,3834000.0000000005,0,2
Super built-up  Area,18-Jul,hosa road,3 BHK,1726.0,3,2,8198999.999999999,0,3
Super built-up  Area,Ready To Move,kudlu gate,3 BHK,1535.0,3,2,8600000.0,1,3
Super built-up  Area,Ready To Move,banashankari stage v,3 BHK,1300.0,2,1,5850000.0,1,3
Plot  Area,Ready To Move,whitefield,4 BHK,3100.0,4,2,46500000.0,1,4
Super built-up  Area,Ready To Move,coconut garden,3 BHK,1800.0,3,3,8000000.0,1,3
Super built-up  Area,19-Dec,binny pete,1 BHK,665.0,1,0,5075000.0,0,1
Plot  Area,Ready To Move,chamrajpet,9 BHK,4050.0,7,1,120000000.0,1,9
Plot  Area,Ready To Move,tc palaya,3 BHK,1500.0,2,1,10000000.0,1,3
Built-up  Area,Ready To Move,kalkere,2 BHK,925.0,2,2,4800000.0,1,2
Super built-up  Area,Ready To Move,gollahalli,2 BHK,1395.0,2,1,6359000.0,1,2
Super built-up  Area,Ready To Move,sonnenahalli,3 BHK,1415.0,2,1,5500000.0,1,3
Super built-up  Area,Ready To Move,begur,3 BHK,1419.0,2,2,5900000.0,1,3
Super built-up  Area,18-Feb,kasavanhalli,2 BHK,1121.0,2,2,7800000.0,0,2
Super built-up  Area,Ready To Move,kambipura,3 BHK,1082.0,2,1,4500000.0,1,3
Super built-up  Area,18-Jun,kr puram,2 BHK,1100.0,2,1,4700000.0,0,2
Super built-up  Area,Ready To Move,hoodi,3 BHK,1606.0,3,3,8955000.0,1,3
Built-up  Area,Ready To Move,billekahalli,3 BHK,1650.0,3,2,8800000.0,1,3
Super built-up  Area,Ready To Move,d souza layout,3 BHK,4634.0,4,3,101500000.0,1,3
Super built-up  Area,Ready To Move,old airport road,2 BHK,1206.0,2,3,7500000.0,1,2
Built-up  Area,Ready To Move,sarjapur  road,3 BHK,1495.0,2,0,6400000.0,1,3
Super built-up  Area,Ready To Move,electronic city,2 BHK,710.0,2,2,1600000.0,1,2
Super built-up  Area,Ready To Move,balagere,2 BHK,1210.0,2,1,7200000.0,1,2
Super built-up  Area,Ready To Move,nagarbhavi,3 BHK,1523.0,2,2,5340000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1232.0,2,2,4500000.0,1,2
Super built-up  Area,20-Aug,rachenahalli,1 BHK,680.0,1,1,4400000.0,0,1
Super built-up  Area,19-Dec,hebbal,3 BHK,1355.0,3,1,8387000.0,0,3
Super built-up  Area,Ready To Move,thanisandra,3 BHK,1430.0,2,2,5146000.0,1,3
Super built-up  Area,18-Jun,kothannur,3 BHK,1275.0,2,2,4385000.0,0,3
Super built-up  Area,Ready To Move,electronic city,2 BHK,1070.0,2,1,5610000.0,1,2
Plot  Area,Ready To Move,bettahalsoor,3 BHK,1200.0,3,1,8500000.0,1,3
Plot  Area,Ready To Move,electronic city,4 BHK,2000.0,4,0,12000000.0,1,4
Super built-up  Area,Ready To Move,bommanahalli,2 BHK,1200.0,2,2,4000000.0,1,2
Super built-up  Area,Ready To Move,marathahalli,3 BHK,1610.0,3,1,9000000.0,1,3
Super built-up  Area,Ready To Move,haralur road,2 BHK,1140.0,2,2,4300000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1143.0,2,2,3865000.0,1,2
Super built-up  Area,22-May,jakkur,4 BHK,3467.86,6,3,24900000.0,0,4
Super built-up  Area,Ready To Move,rachenahalli,3 BHK,1530.0,2,2,7440000.000000001,1,3
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,980.0,2,2,6900000.0,1,2
Super built-up  Area,Ready To Move,whitefield,3 BHK,1485.0,3,2,6500000.0,1,3
Plot  Area,18-May,whitefield,3 BHK,1500.0,3,1,13000000.0,0,3
Super built-up  Area,18-Oct,whitefield,2 BHK,1280.0,2,1,7500000.0,0,2
Super built-up  Area,Ready To Move,thanisandra,2 BHK,1265.0,2,2,8500000.0,1,2
Built-up  Area,20-Dec,"ecc road, whitefield,",2 BHK,1132.0,2,1,6700000.0,0,2
Super built-up  Area,Ready To Move,ashwath nagar,2 BHK,1262.0,2,2,6300000.0,1,2
Super built-up  Area,Ready To Move,jp nagar,2 BHK,940.0,2,1,4900000.0,1,2
Super built-up  Area,Ready To Move,seetharampalya,3 BHK,1515.0,3,3,8800000.0,1,3
Super built-up  Area,Ready To Move,jigani,3 BHK,1300.0,3,3,15000000.0,1,3
Built-up  Area,Ready To Move,kothanur,3 BHK,1840.0,3,1,6900000.0,1,3
Built-up  Area,Ready To Move,electronic city,2 BHK,890.0,2,2,4500000.0,1,2
Super built-up  Area,Ready To Move,rukmaiah layout,3 BHK,1655.0,3,2,8606000.0,1,3
Super built-up  Area,Ready To Move,hennur road,3 BHK,2060.0,3,1,14900000.0,1,3
Super built-up  Area,Ready To Move,bommanahalli,3 BHK,1730.0,3,1,9600000.0,1,3
Built-up  Area,Ready To Move,yelahanka,3 BHK,2195.0,4,2,12700000.0,1,3
Super built-up  Area,18-Mar,kathriguppe,3 BHK,1650.0,3,2,12500000.0,0,3
Plot  Area,Ready To Move,kr puram,2 BHK,1200.0,2,0,7100000.0,1,2
Super built-up  Area,18-May,hosa road,2 BHK,1079.0,2,1,3236999.9999999995,0,2
Super built-up  Area,19-Oct,panathur,2 BHK,1085.0,2,1,3600000.0,0,2
Super built-up  Area,Ready To Move,yelahanka,2 BHK,1075.0,2,1,5150000.0,1,2
Super built-up  Area,18-May,devanahalli int. airport,2 BHK,1380.0,2,1,8000000.0,0,2
Super built-up  Area,Ready To Move,puttanahalli,3 BHK,1450.0,3,1,6500000.0,1,3
Super built-up  Area,Ready To Move,thubarahalli,2 BHK,1200.0,2,2,7800000.0,1,2
Super built-up  Area,21-Jul,hoodi,3 BHK,1639.0,3,1,9832000.0,0,3
Super built-up  Area,Ready To Move,jakkuru layout,2 BHK,1200.0,2,1,5400000.0,1,2
Super built-up  Area,21-Jun,vijayanagar,3 BHK,1739.0,3,1,11600000.0,0,3
Super built-up  Area,20-Dec,old madras road,2 BHK,935.0,2,1,3272000.0,0,2
Super built-up  Area,21-Nov,thanisandra,1 RK,510.0,1,1,2525000.0,0,1
Super built-up  Area,Ready To Move,nagondanahalli,2 BHK,1178.0,2,3,4700000.0,1,2
Built-up  Area,Ready To Move,chikkalasandra,3 BHK,1375.0,2,1,5000000.0,1,3
Super built-up  Area,Ready To Move,chandapura,3 BHK,1065.0,2,1,3300000.0,1,3
Super built-up  Area,Ready To Move,2nd phase judicial layout,3 BHK,1450.0,2,1,5075000.0,1,3
Built-up  Area,Ready To Move,beml layout,2 BHK,999.0,2,3,4500000.0,1,2
Super built-up  Area,Ready To Move,amruthahalli,2 BHK,4400.0,3,2,47500000.0,1,2
Built-up  Area,Ready To Move,kothannur,2 BHK,1100.0,2,2,4000000.0,1,2
Super built-up  Area,Ready To Move,koramangala,3 BHK,1835.0,2,3,15500000.0,1,3
Super built-up  Area,20-Dec,hoodi,4 BHK,2090.0,4,0,9510000.0,0,4
Super built-up  Area,Ready To Move,lingadheeranahalli,3 BHK,1519.0,3,1,9300000.0,1,3
Built-up  Area,Ready To Move,dommasandra,3 BHK,1267.0,3,2,5600000.0,1,3
Super built-up  Area,Ready To Move,sanjay nagar,2 BHK,1150.0,2,3,7220000.0,1,2
Super built-up  Area,19-Dec,marathahalli,2 BHK,1146.0,2,1,7000000.0,0,2
Built-up  Area,Ready To Move,kannamangala,3 BHK,1550.0,3,3,6500000.0,1,3
Built-up  Area,Ready To Move,chandapura,2 BHK,850.0,1,1,1850000.0,1,2
Built-up  Area,Ready To Move,"sarjapur road,",3 BHK,3329.0,3,2,33000000.0,1,3
Carpet  Area,Ready To Move,electronics city phase 1,1 BHK,785.0,1,1,5500000.0,1,1
Built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,1610.0,3,2,7400000.0,1,3
Super built-up  Area,Ready To Move,bellandur,2 BHK,921.0,2,2,4000000.0,1,2
Built-up  Area,Ready To Move,bannerghatta road,5 BHK,2700.0,5,0,15800000.0,1,5
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1700.0,3,3,11000000.0,1,3
Built-up  Area,Ready To Move,sarjapur,2 BHK,1020.0,2,2,3500000.0,1,2
Super built-up  Area,Ready To Move,billekahalli,2 BHK,1090.0,2,3,5200000.0,1,2
Super built-up  Area,Ready To Move,haralur road,2 BHK,1027.0,2,2,4400000.0,1,2
Super built-up  Area,Ready To Move,thanisandra,2 BHK,1185.0,2,2,4210000.0,1,2
Super built-up  Area,Ready To Move,doddathoguru,2 BHK,850.0,2,1,2500000.0,1,2
Built-up  Area,Ready To Move,harlur,2 BHK,1197.0,2,1,8400000.0,1,2
Super built-up  Area,Ready To Move,byadarahalli,4 BHK,3500.0,3,3,45000000.0,1,4
Super built-up  Area,Ready To Move,poorna pragna layout,2 BHK,920.0,2,2,3954999.9999999995,1,2
Super built-up  Area,Ready To Move,chamrajpet,9 BHK,7706.9524,9,1,29600000.0,1,9
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1105.0,2,1,6500000.0,1,2
Super built-up  Area,Ready To Move,yeshwanthpur,3 BHK,1850.0,3,3,10000000.0,1,3
Super built-up  Area,20-Dec,judicial layout,3 BHK,1300.0,3,1,6400000.0,0,3
Built-up  Area,Ready To Move,"varthur road,",3 BHK,1595.0,3,2,7600000.0,1,3
Super built-up  Area,19-Dec,kodihalli,4 BHK,3073.0,5,2,69600000.0,0,4
Built-up  Area,Ready To Move,horamavu agara,2 BHK,755.0,2,1,3749000.0,1,2
Built-up  Area,Ready To Move,nagasandra,5 BHK,4050.0,5,2,14000000.0,1,5
Super built-up  Area,21-Dec,kanakpura road,3 BHK,1300.0,2,3,6900000.0,0,3
Built-up  Area,Ready To Move,bannerghatta road,2 BHK,1215.0,2,0,5000000.0,1,2
Super built-up  Area,20-Oct,kanakpura road,2 BHK,900.0,2,1,4600000.0,0,2
Super built-up  Area,18-Oct,banashankari stage iii,2 BHK,1145.0,2,3,5840000.0,0,2
Super built-up  Area,Ready To Move,chikka banaswadi,2 BHK,1093.0,2,2,6500000.0,1,2
Super built-up  Area,17-Nov,babusapalaya,3 BHK,1213.0,2,2,4139000.0,0,3
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,1654.0,3,2,10000000.0,1,3
Super built-up  Area,Ready To Move,ngr layout,2 BHK,1105.0,2,1,5248000.0,1,2
Super built-up  Area,Ready To Move,babusapalaya,3 BHK,1611.0,2,2,6600000.0,1,3
Built-up  Area,Ready To Move,outer ring road east,2 BHK,1367.0,2,2,6200000.0,1,2
Super built-up  Area,Ready To Move,devanahalli,2 BHK,1010.0,2,1,5100000.0,1,2
Carpet  Area,Ready To Move,vinayaka nagar,3 BHK,1535.0,3,1,9500000.0,1,3
Super built-up  Area,Ready To Move,anekal,2 BHK,620.0,2,1,2200000.0,1,2
Built-up  Area,Ready To Move,horamavu agara,2 BHK,982.0,2,1,4765000.0,1,2
Super built-up  Area,Ready To Move,banashankari stage ii,2 BHK,1700.0,2,2,15000000.0,1,2
Super built-up  Area,18-Dec,whitefield,2 BHK,1330.0,2,1,7100000.0,0,2
Built-up  Area,Ready To Move,jp nagar,3 BHK,2500.0,3,2,13500000.0,1,3
Super built-up  Area,Ready To Move,poorna pragna layout,3 BHK,1475.0,2,2,5899000.0,1,3
Super built-up  Area,Ready To Move,bhoganhalli,3 BHK,1410.0,3,1,6500000.0,1,3
Super built-up  Area,Ready To Move,yelahanka new town,1 BHK,440.0,1,1,1650000.0,1,1
Super built-up  Area,Ready To Move,yelahanka,3 BHK,1614.0,3,2,9500000.0,1,3
Super built-up  Area,Ready To Move,neeladri nagar,2 BHK,1363.0,2,2,6800000.0,1,2
Built-up  Area,Ready To Move,kogilu,2 BHK,650.0,2,0,2800000.0,1,2
Super built-up  Area,Ready To Move,dodda kempaiah layout,2 BHK,1015.0,2,1,4500000.0,1,2
Super built-up  Area,Ready To Move,horamavu banaswadi,2 BHK,1156.0,2,2,4600000.0,1,2
Super built-up  Area,19-Mar,hennur busstop,2 BHK,1100.0,2,1,6270000.0,0,2
Super built-up  Area,18-Jan,kr puram,3 BHK,1455.0,3,2,4600000.0,0,3
Super built-up  Area,Ready To Move,gb palya,2 BHK,930.0,2,1,4500000.0,1,2
Built-up  Area,Ready To Move,ams layout,3 BHK,1650.0,2,2,8000000.0,1,3
Built-up  Area,Ready To Move,kr puram,2 BHK,1200.0,2,0,9000000.0,1,2
Plot  Area,Ready To Move,9th block jayanagar,1 BHK,700.0,1,0,15000000.0,1,1
Super built-up  Area,18-Mar,kadugodi,3 BHK,1890.0,4,3,12700000.0,0,3
Super built-up  Area,Ready To Move,ashwathnagar,3 BHK,2197.0,4,3,28000000.0,1,3
Super built-up  Area,Ready To Move,hebbal kempapura,3 BHK,3522.0,3,2,38000000.0,1,3
Super built-up  Area,18-Apr,gaurava nagar,3 BHK,1240.0,2,2,4600000.0,0,3
