area_type,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms,price_per_sqft
Built-up  Area,electronic city,550.0,1,1,2700000.0,1,1,4909.090909090909
Super built-up  Area,electronic city,1025.0,2,1,5000000.0,1,2,4878.048780487805
Super built-up  Area,electronic city,1070.0,2,1,5500000.0,1,2,5140.186915887851
Super built-up  Area,electronic city,1342.0,2,1,7200000.0,0,2,5365.126676602086
Built-up  Area,electronic city,1275.0,3,1,7000000.0,1,3,5490.196078431372
Super built-up  Area,electronic city,770.0,1,1,3800000.0,1,2,4935.064935064935
Super built-up  Area,electronic city,1644.0,3,2,9259000.0,0,3,5631.995133819952
Built-up  Area,electronic city,1250.0,2,1,6200000.0,1,2,4960.0
Super built-up  Area,electronic city,418.0,1,1,1200000.0,1,1,2870.813397129187
Super built-up  Area,electronic city,1128.0,2,1,6480000.0,0,2,5744.68085106383
Built-up  Area,electronic city,1060.0,2,1,5500000.0,1,2,5188.679245283019
Super built-up  Area,electronic city,710.0,1,1,4042000.0,0,1,5692.957746478874
Super built-up  Area,electronic city,1275.0,3,3,6343000.0,1,3,4974.901960784314
Super built-up  Area,electronic city,1518.0,3,3,7500000.0,1,3,4940.711462450593
Built-up  Area,electronic city,1090.0,2,1,3148000.0,0,1,2888.0733944954127
Super built-up  Area,electronic city,1060.0,2,1,5500000.0,1,2,5188.679245283019
Super built-up  Area,electronic city,1353.0,2,3,7500000.0,1,2,5543.2372505543235
Super built-up  Area,electronic city,1128.0,2,1,6700000.0,0,2,5939.7163120567375
Built-up  Area,electronic city,1070.0,2,1,5700000.0,0,2,5327.102803738318
Built-up  Area,electronic city,1700.0,3,2,9000000.0,1,3,5294.117647058823
Super built-up  Area,electronic city,750.0,1,1,3500000.0,1,1,4666.666666666667
Built-up  Area,electronic city,1210.0,2,1,5500000.0,1,2,4545.454545454545
Built-up  Area,electronic city,1070.0,2,1,6000000.0,0,2,5607.476635514019
Super built-up  Area,electronic city,1615.0,3,2,9700000.0,0,3,6006.1919504643965
Super built-up  Area,electronic city,1221.0,2,2,6800000.0,1,2,5569.205569205569
Built-up  Area,electronic city,1500.0,3,1,7300000.0,1,3,4866.666666666667
Super built-up  Area,electronic city,995.0,2,1,4800000.0,1,2,4824.120603015075
Super built-up  Area,electronic city,1342.0,2,1,9000000.0,1,2,6706.408345752608
Super built-up  Area,electronic city,1128.0,2,1,6350000.0,0,2,5629.432624113475
Super built-up  Area,electronic city,589.0,1,1,2900000.0,1,1,4923.599320882852
Super built-up  Area,electronic city,1575.0,3,1,9450000.0,1,3,6000.0
Super built-up  Area,electronic city,1070.0,2,1,4800000.0,1,2,4485.981308411215
Super built-up  Area,electronic city,1025.0,2,1,5400000.0,1,2,5268.292682926829
Super built-up  Area,electronic city,1500.0,2,1,7000000.0,1,3,4666.666666666667
Super built-up  Area,electronic city,1500.0,2,1,6450000.0,1,3,4300.0
Super built-up  Area,electronic city,2093.0,4,2,13400000.0,0,4,6402.293358815098
Super built-up  Area,electronic city,1355.0,2,1,7300000.0,0,2,5387.453874538745
Super built-up  Area,electronic city,1360.0,2,1,6498999.999999999,1,3,4778.676470588234
Super built-up  Area,electronic city,1060.0,2,1,5200000.0,1,2,4905.66037735849
Super built-up  Area,electronic city phase ii,1056.0,2,1,3907000.0,0,2,3699.810606060606
Super built-up  Area,electronic city phase ii,1020.0,2,1,3060000.0,0,2,3000.0
Super built-up  Area,electronic city phase ii,1069.0,2,2,4500000.0,1,2,4209.541627689429
Super built-up  Area,electronic city phase ii,630.0,1,1,2835000.0,0,1,4500.0
Super built-up  Area,electronic city phase ii,1000.0,2,1,2500000.0,0,2,2500.0
Built-up  Area,electronic city phase ii,1090.0,2,1,2834000.0,0,2,2600.0
Super built-up  Area,electronic city phase ii,2225.0,4,0,9888000.0,0,4,4444.044943820225
Super built-up  Area,electronic city phase ii,775.0,2,2,3800000.0,1,2,4903.225806451613
Super built-up  Area,electronic city phase ii,1266.0,2,2,5900000.0,1,2,4660.347551342812
Super built-up  Area,electronic city phase ii,1000.0,2,1,2888000.0,0,2,2888.0
Super built-up  Area,electronic city phase ii,972.0,2,1,4400000.0,0,2,4526.748971193416
Super built-up  Area,electronic city phase ii,1031.0,2,1,5500000.0,1,2,5334.62657613967
Super built-up  Area,electronic city phase ii,1003.0,2,1,4060000.0,0,2,4047.8564307078764
Super built-up  Area,electronic city phase ii,1031.0,2,1,5635000.0,1,2,5465.56741028128
Super built-up  Area,electronic city phase ii,1395.0,2,1,6278000.0,0,3,4500.358422939068
Built-up  Area,electronic city phase ii,1160.0,2,1,3350000.0,0,2,2887.9310344827586
Super built-up  Area,electronic city phase ii,1065.0,2,1,3075000.0,0,2,2887.323943661972
Super built-up  Area,electronic city phase ii,1219.0,2,1,6125000.0,1,2,5024.610336341263
Built-up  Area,electronic city phase ii,1000.0,2,1,2888000.0,0,2,2888.0
Built-up  Area,electronic city phase ii,1790.0,3,3,10000000.0,1,3,5586.592178770949
Super built-up  Area,electronic city phase ii,769.0,2,1,4000000.0,1,2,5201.560468140442
Super built-up  Area,electronic city phase ii,900.0,2,2,3250000.0,1,2,3611.1111111111113
Carpet  Area,electronic city phase ii,993.0,2,2,5000000.0,0,3,5035.246727089628
Super built-up  Area,electronic city phase ii,1418.0,3,2,5247000.0,0,3,3700.2820874471086
Built-up  Area,electronic city phase ii,1070.0,2,2,4500000.0,1,2,4205.607476635514
Built-up  Area,electronic city phase ii,1140.0,2,1,3306000.0,0,2,2900.0
Super built-up  Area,electronic city phase ii,1089.0,2,0,3267000.0,0,2,3000.0
Super built-up  Area,electronic city phase ii,1031.0,2,1,5500000.0,1,2,5334.62657613967
Built-up  Area,electronic city phase ii,1253.0,2,1,6580000.0,1,2,5251.3966480446925
Super built-up  Area,electronic city phase ii,1160.0,2,1,3350000.0,0,2,2887.9310344827586
Super built-up  Area,electronic city phase ii,975.0,2,2,4500000.0,1,3,4615.384615384615
Super built-up  Area,electronic city phase ii,1116.0,2,2,3700000.0,1,2,3315.4121863799282
Built-up  Area,electronic city phase ii,1125.0,2,1,2925000.0,0,2,2600.0
Super built-up  Area,electronic city phase ii,1000.0,2,1,2888000.0,0,2,2888.0
Super built-up  Area,electronic city phase ii,1000.0,2,1,2888000.0,0,2,2888.0
Built-up  Area,electronic city phase ii,1000.0,2,1,2888000.0,0,2,2888.0
Built-up  Area,electronic city phase ii,1165.0,2,1,3029000.0,0,2,2600.0
Super built-up  Area,electronic city phase ii,1031.0,2,1,5300000.0,1,2,5140.640155189137
Built-up  Area,electronic city phase ii,1065.0,2,1,3088000.0,0,2,2899.5305164319248
Super built-up  Area,electronic city phase ii,1549.0,3,2,8000000.0,1,3,5164.622336991608
Super built-up  Area,electronic city phase ii,1065.0,2,1,5613000.0,1,2,5270.422535211268
Super built-up  Area,electronic city phase ii,920.0,2,2,2600000.0,1,2,2826.086956521739
Super built-up  Area,electronic city phase ii,1140.0,2,1,3384000.0000000005,0,2,2968.421052631579
Super built-up  Area,electronic city phase ii,1219.0,2,1,6126000.0,1,2,5025.430680885972
Built-up  Area,electronic city phase ii,1252.0,2,3,6500000.0,0,3,5191.693290734825
Built-up  Area,electronic city phase ii,1125.0,2,1,3249000.0,0,2,2888.0
Super built-up  Area,electronic city phase ii,1286.0,2,2,6900000.0,1,2,5365.47433903577
Super built-up  Area,electronic city phase ii,1140.0,2,1,3292000.0,0,2,2887.719298245614
Super built-up  Area,electronic city phase ii,1116.0,2,2,4000000.0,0,2,3584.2293906810037
Built-up  Area,electronic city phase ii,1150.0,3,3,4600000.0,1,3,4000.0
Super built-up  Area,electronic city phase ii,1192.0,2,3,4700000.0,1,3,3942.953020134228
Super built-up  Area,electronic city phase ii,1020.0,2,2,3200000.0,1,2,3137.2549019607845
Built-up  Area,electronic city phase ii,1900.0,3,1,9700000.0,1,4,5105.263157894737
Super built-up  Area,electronic city phase ii,1020.0,2,1,2743000.0,0,2,2689.2156862745096
Built-up  Area,electronic city phase ii,1025.0,2,1,2665000.0,0,2,2600.0
Built-up  Area,electronic city phase ii,1020.0,2,1,2945000.0,0,2,2887.2549019607845
Built-up  Area,electronic city phase ii,1000.0,2,1,2888000.0,0,2,2888.0
Super built-up  Area,electronic city phase ii,1140.0,2,2,2850000.0,0,2,2500.0
Super built-up  Area,electronic city phase ii,1125.0,2,1,3249000.0,0,2,2888.0
Super built-up  Area,electronic city phase ii,1200.0,2,1,3465000.0,0,2,2887.5
Super built-up  Area,electronic city phase ii,1160.0,2,1,5220000.0,0,2,4500.0
Super built-up  Area,electronic city phase ii,1244.0,2,1,5500000.0,0,2,4421.221864951768
Built-up  Area,electronic city phase ii,1160.0,2,1,3351000.0,0,2,2888.793103448276
Super built-up  Area,electronic city phase ii,972.0,2,1,4000000.0,0,2,4115.22633744856
Built-up  Area,electronic city phase ii,1160.0,2,1,3351000.0,0,2,2888.793103448276
Built-up  Area,electronic city phase ii,1090.0,2,1,3148000.0,0,2,2888.0733944954127
Built-up  Area,electronic city phase ii,1140.0,2,1,3292000.0,0,2,2887.719298245614
Super built-up  Area,electronic city phase ii,650.0,1,1,3500000.0,1,1,5384.615384615385
Built-up  Area,electronic city phase ii,1155.0,2,1,5700000.0,1,2,4935.064935064935
Super built-up  Area,electronic city phase ii,1800.0,3,3,9200000.0,1,3,5111.111111111111
Built-up  Area,electronic city phase ii,1300.0,2,2,2800000.0,1,2,2153.846153846154
Super built-up  Area,electronic city phase ii,1160.0,2,1,3350000.0,0,2,2887.9310344827586
Built-up  Area,electronic city phase ii,1025.0,2,1,2960000.0,0,2,2887.8048780487807
Super built-up  Area,electronic city phase ii,829.0,2,1,2280000.0,0,2,2750.301568154403
Super built-up  Area,electronic city phase ii,2187.5,4,0,10500000.0,0,4,4800.0
Super built-up  Area,electronic city phase ii,1252.0,2,1,6700000.0,1,2,5351.437699680511
Built-up  Area,electronic city phase ii,1125.0,2,1,3263000.0000000005,0,2,2900.444444444445
Super built-up  Area,electronic city phase ii,1140.0,2,1,3400000.0,0,2,2982.4561403508774
Super built-up  Area,electronic city phase ii,1252.0,2,1,6500000.0,1,3,5191.693290734825
Super built-up  Area,electronic city phase ii,1135.0,2,2,4600000.0,1,2,4052.863436123348
Super built-up  Area,electronic city phase ii,1305.0,3,1,6500000.0,1,3,4980.842911877395
Built-up  Area,electronic city phase ii,1165.0,2,1,3364000.0,0,2,2887.5536480686696
Super built-up  Area,electronic city phase ii,1336.0,2,3,5035000.0,0,3,3768.7125748502995
Built-up  Area,electronic city phase ii,575.0,1,1,1675000.0,1,1,2913.0434782608695
Super built-up  Area,electronic city phase ii,925.0,2,1,4982000.0,1,3,5385.945945945946
Built-up  Area,electronic city phase ii,1065.0,2,1,3076000.0,0,2,2888.262910798122
Built-up  Area,electronic city phase ii,1065.0,2,1,3075000.0,0,2,2887.323943661972
Built-up  Area,electronic city phase ii,1140.0,2,1,3306000.0,0,2,2900.0
Super built-up  Area,electronic city phase ii,911.0,2,1,2650000.0,1,2,2908.8913282107574
Built-up  Area,electronic city phase ii,1200.0,2,1,3465000.0,0,2,2887.5
Super built-up  Area,electronic city phase ii,1031.0,2,1,5448000.0,1,2,5284.190106692531
Super built-up  Area,electronics city phase 1,1475.0,3,2,7829000.000000001,1,3,5307.796610169492
Built-up  Area,electronics city phase 1,1490.0,3,1,7880000.0,1,3,5288.5906040268455
Super built-up  Area,electronics city phase 1,1113.27,2,2,5300000.0,1,2,4760.74986301616
Super built-up  Area,electronics city phase 1,1490.0,3,1,8400000.0,1,3,5637.583892617449
Built-up  Area,electronics city phase 1,1015.0,2,1,5600000.0,1,2,5517.241379310345
Super built-up  Area,electronics city phase 1,1515.0,2,1,8091000.0,1,3,5340.59405940594
Built-up  Area,electronics city phase 1,995.0,2,0,4600000.0,1,2,4623.115577889447
Super built-up  Area,electronics city phase 1,1555.0,2,1,8200000.0,1,3,5273.311897106109
Built-up  Area,electronics city phase 1,1340.0,2,2,7500000.0,0,2,5597.014925373134
Super built-up  Area,electronics city phase 1,1124.0,2,2,5500000.0,1,3,4893.238434163701
Super built-up  Area,electronics city phase 1,1175.0,2,1,5700000.0,0,2,4851.063829787234
Super built-up  Area,electronics city phase 1,755.0,1,1,4241000.0,0,1,5617.218543046358
Built-up  Area,electronics city phase 1,580.0,1,1,2700000.0,1,1,4655.172413793103
Built-up  Area,electronics city phase 1,940.0,2,2,4900000.0,1,2,5212.765957446809
Super built-up  Area,electronics city phase 1,1335.0,2,2,6700000.0,0,2,5018.7265917603
Super built-up  Area,electronics city phase 1,1113.12,2,2,5500000.0,1,2,4941.066551674573
Built-up  Area,electronics city phase 1,1350.0,3,0,7100000.0,1,3,5259.259259259259
Super built-up  Area,electronics city phase 1,995.0,2,1,4980000.0,1,2,5005.025125628141
Built-up  Area,electronics city phase 1,635.0,1,0,2600000.0,1,1,4094.488188976378
Super built-up  Area,electronics city phase 1,1190.0,2,1,6800000.0,0,2,5714.285714285715
Super built-up  Area,electronics city phase 1,1450.0,3,2,7254000.000000001,0,3,5002.758620689656
Super built-up  Area,electronics city phase 1,360.0,1,0,1689999.9999999998,1,1,4694.444444444443
Built-up  Area,electronics city phase 1,638.0,1,1,3200000.0,1,1,5015.673981191223
Super built-up  Area,electronics city phase 1,1175.0,2,2,6498000.0,0,2,5530.212765957447
Super built-up  Area,electronics city phase 1,585.0,1,1,2100000.0,1,1,3589.74358974359
Super built-up  Area,electronics city phase 1,1200.0,2,2,5976000.0,0,2,4980.0
Super built-up  Area,electronics city phase 1,1145.0,2,1,5400000.0,0,2,4716.157205240174
Super built-up  Area,electronics city phase 1,1125.0,2,2,6500000.0,1,2,5777.777777777777
Super built-up  Area,electronics city phase 1,1550.0,2,2,8200000.0,1,3,5290.322580645161
Built-up  Area,electronics city phase 1,865.0,2,0,4000000.0,1,2,4624.277456647399
Super built-up  Area,electronics city phase 1,1800.0,3,2,9300000.0,1,3,5166.666666666667
Super built-up  Area,electronics city phase 1,1314.0,2,2,6000000.0,0,2,4566.2100456621
Super built-up  Area,electronics city phase 1,1170.0,2,1,6200000.0,0,2,5299.145299145299
Super built-up  Area,electronics city phase 1,1450.0,3,2,7900000.0,0,3,5448.275862068966
Super built-up  Area,electronics city phase 1,940.0,2,1,4800000.0,1,2,5106.382978723404
Super built-up  Area,electronics city phase 1,940.0,2,1,4400000.0,0,2,4680.851063829788
Super built-up  Area,electronics city phase 1,1300.0,2,1,6700000.0,1,2,5153.846153846154
Built-up  Area,electronics city phase 1,1028.0,2,1,5100000.0,1,2,4961.089494163424
Super built-up  Area,electronics city phase 1,1205.0,2,2,6000000.0,0,2,4979.253112033195
Super built-up  Area,electronics city phase 1,1305.0,2,1,6700000.0,0,2,5134.099616858238
Super built-up  Area,electronics city phase 1,755.0,1,0,3012000.0,1,1,3989.4039735099336
Super built-up  Area,electronics city phase 1,1175.0,2,1,6000000.0,1,2,5106.382978723404
Super built-up  Area,epip zone,1499.0,5,2,10200000.0,1,3,6804.536357571715
Super built-up  Area,epip zone,1285.0,2,2,8200000.0,1,2,6381.322957198444
Super built-up  Area,epip zone,2330.0,3,2,16200000.0,0,3,6952.789699570815
Super built-up  Area,epip zone,1330.0,2,1,9250000.0,1,2,6954.887218045113
Super built-up  Area,epip zone,1330.0,2,1,8698000.0,1,2,6539.849624060151
Super built-up  Area,epip zone,1330.0,2,1,9336000.0,0,2,7019.548872180451
Super built-up  Area,epip zone,1500.0,3,3,10200000.0,1,3,6800.0
Built-up  Area,epip zone,1280.0,2,1,6900000.0,1,2,5390.625
Built-up  Area,epip zone,1125.0,2,1,6500000.0,1,2,5777.777777777777
Super built-up  Area,epip zone,1734.0,3,3,12500000.0,1,3,7208.76585928489
Super built-up  Area,epip zone,1343.0,2,2,8600000.0,1,2,6403.574087862993
Super built-up  Area,epip zone,2350.0,4,2,16300000.0,0,3,6936.170212765957
Super built-up  Area,epip zone,1860.0,3,2,13000000.0,0,3,6989.247311827957
Super built-up  Area,epip zone,2210.0,3,3,16500000.0,1,3,7466.06334841629
Super built-up  Area,epip zone,2710.0,3,2,17700000.0,1,3,6531.365313653137
Super built-up  Area,frazer town,1700.0,3,1,18000000.0,1,3,10588.235294117647
Super built-up  Area,frazer town,1870.0,3,3,18500000.0,1,3,9893.048128342247
Super built-up  Area,frazer town,1750.0,3,2,15000000.0,1,3,8571.42857142857
Super built-up  Area,frazer town,2000.0,3,1,20000000.0,1,3,10000.0
Built-up  Area,frazer town,3500.0,4,2,33000000.0,1,3,9428.57142857143
Super built-up  Area,frazer town,2350.0,4,3,28500000.0,1,3,12127.659574468085
Super built-up  Area,frazer town,1550.0,2,2,14000000.0,1,2,9032.258064516129
Built-up  Area,frazer town,1900.0,4,2,14500000.0,1,3,7631.578947368421
Super built-up  Area,frazer town,2560.0,3,2,26500000.0,1,3,10351.5625
Built-up  Area,frazer town,1700.0099999999998,3,1,18000000.0,1,3,10588.173010746998
Super built-up  Area,frazer town,2400.0,3,2,26000000.0,1,3,10833.333333333334
Built-up  Area,frazer town,1315.0,2,2,14000000.0,1,2,10646.38783269962
Super built-up  Area,frazer town,1706.0,3,3,15400000.0,1,3,9026.963657678782
Built-up  Area,frazer town,2079.0,3,3,22000000.0,0,3,10582.010582010582
Built-up  Area,frazer town,3435.0,2,1,34100000.0,1,4,9927.21979621543
Super built-up  Area,frazer town,5400.0,3,2,40000000.0,1,3,7407.407407407408
Super built-up  Area,frazer town,1180.0,2,1,10500000.0,1,2,8898.305084745763
Super built-up  Area,frazer town,2900.0,4,2,32500000.0,1,4,11206.896551724138
Super built-up  Area,frazer town,1870.0,3,3,18000000.0,1,3,9625.668449197861
Plot  Area,frazer town,896.0,1,0,10000000.0,1,1,11160.714285714286
Built-up  Area,frazer town,1420.0,2,0,12000000.0,1,2,8450.704225352112
Super built-up  Area,garudachar palya,1325.0,2,2,6080000.0,1,3,4588.679245283019
Super built-up  Area,garudachar palya,1060.0,2,1,4870000.0,1,2,4594.33962264151
Super built-up  Area,garudachar palya,1150.0,2,1,5275000.0,1,2,4586.95652173913
Super built-up  Area,garudachar palya,1295.0,2,1,5950000.0,1,3,4594.594594594595
Super built-up  Area,garudachar palya,1320.0,2,2,6060000.0,1,3,4590.909090909091
Super built-up  Area,garudachar palya,1295.0,2,2,5950000.0,1,3,4594.594594594595
Super built-up  Area,garudachar palya,1150.0,2,2,5280000.0,1,2,4591.304347826087
Super built-up  Area,garudachar palya,1150.0,2,1,5280000.0,1,2,4591.304347826087
Super built-up  Area,garudachar palya,1060.0,2,1,4850000.0,1,2,4575.471698113208
Super built-up  Area,garudachar palya,1150.0,2,1,5250000.0,1,2,4565.217391304348
Super built-up  Area,garudachar palya,1325.0,2,2,6080000.0,1,3,4588.679245283019
Super built-up  Area,garudachar palya,1060.0,2,1,4866000.0,1,2,4590.566037735849
Super built-up  Area,garudachar palya,1150.0,2,2,5200000.0,1,2,4521.739130434783
Super built-up  Area,garudachar palya,1154.0,2,1,5180000.0,1,2,4488.734835355286
Super built-up  Area,gm palaya,1820.0,2,3,8600000.0,1,3,4725.274725274725
Super built-up  Area,gm palaya,1225.0,2,2,4700000.0,0,2,3836.734693877551
Super built-up  Area,gm palaya,1140.0,2,2,4895000.0,0,2,4293.859649122807
Built-up  Area,gm palaya,1315.0,2,2,6500000.0,1,3,4942.9657794676805
Super built-up  Area,gm palaya,1315.0,3,1,6500000.0,1,3,4942.9657794676805
Super built-up  Area,gm palaya,1315.0,3,0,6400000.0,1,3,4866.920152091255
Built-up  Area,gm palaya,1735.0,3,2,7000000.0,1,3,4034.5821325648417
Super built-up  Area,gm palaya,1643.0,2,2,7000000.0,1,3,4260.49908703591
Built-up  Area,gollarapalya hosahalli,861.0,2,1,3450000.0,1,2,4006.968641114983
Super built-up  Area,gollarapalya hosahalli,1408.0,3,3,6200000.0,1,3,4403.409090909091
Built-up  Area,gollarapalya hosahalli,861.0,2,1,3450000.0,1,2,4006.968641114983
Super built-up  Area,gollarapalya hosahalli,1318.0,3,1,5400000.0,1,3,4097.11684370258
Built-up  Area,gollarapalya hosahalli,861.0,2,0,3650000.0,1,2,4239.256678281068
Super built-up  Area,gollarapalya hosahalli,1320.0,3,2,6000000.0,1,3,4545.454545454545
Built-up  Area,gollarapalya hosahalli,1345.0,3,2,6000000.0,1,3,4460.966542750929
Super built-up  Area,gollarapalya hosahalli,1318.0,3,2,5600000.0,1,3,4248.86191198786
Super built-up  Area,gollarapalya hosahalli,1129.0,2,1,5000000.0,1,2,4428.697962798937
